name,model,year,price,color,fuelType,carOrigin,carInsurance,gearType,mirrorType,motorPower,drivenKm,passengers,paymentMethod,saleType,secondHandStatus
فولكسفاجن,بولو,2019,86000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,81000,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,تيجوان,2019,175000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2000,17500,5,,نقدا فقط ,
اوبل,استرا,2014,50000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,1400,5,إمكانية التقسيط ,للبيع فقط ,3
كيا,سبورتاج,2019,114900,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,24000,5,,إمكانية التقسيط ,
كيا,سورينتو,2019,165000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,50000,7,,إمكانية التقسيط ,
هونداي,جيتس,2003,26000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,5,,نقدا فقط ,
فولكسفاجن,كادي,2017,113000,بنفسجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,140000,7,إمكانية التقسيط ,للبيع أو التبديل ,1
هونداي,كونا,2019,115000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,2,,نقدا فقط ,
كيا,بيكانتو,2019,58000,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,40000,5,,نقدا فقط ,
كيا,سبورتاج,2016,100000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,57000,5,,نقدا فقط ,
كيا,ستونك,2018,88000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,70000,5,نقدا فقط ,للبيع فقط ,
لاندروفر,ديفندر,2008,95000,أبيض,ديزل,حكومي,فلسطينية,عادي,يدوي,2500,,5,,نقدا فقط ,
كيا,ريو,2016,62000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,42000,5,نقدا فقط ,للبيع فقط ,1
كيا,اوبتيما,2018,12345,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,1700,7,نقدا فقط ,للبيع فقط ,1
سكودا,سوبيرب,2017,128000,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,76000,5,,نقدا فقط ,
بيجو,205,1988,12000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,5,,إمكانية التقسيط ,
شفروليه,كابتيفا,2009,58000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3200,3200,7,إمكانية التقسيط ,للبيع أو التبديل ,1
فولكسفاجن,ترانسبورتر,1997,20000,رمادي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2400,,8,,إمكانية التقسيط ,
هونداي,سانتافيه,2019,136000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,49000,7,,نقدا فقط ,
هونداي,الانترا,2017,60000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,75000,5,,نقدا فقط ,
هونداي,اكسنت,2016,54500,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,180000,5,,نقدا فقط ,
سكودا,فابيا,2010,39000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,5,نقدا فقط ,للبيع فقط ,3
جي,سفانا,2007,69000,أبيضعاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,6600,270000,8,,نقدا فقط ,
مرسيدس,250,2018,285000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40000,5,إمكانية التقسيط ,للبيع فقط ,1
سيت,ليون,2017,113000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,63000,5,,إمكانية التقسيط ,
هونداي,توسان,2014,89000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,5,نقدا فقط ,للبيع فقط ,2
سيت,ليون,2018,78000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,94000,5,,نقدا فقط ,
فورد,فيستا,2015,36000,أبيض,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,175000,5,نقدا فقط ,للبيع أو التبديل ,2
اوبل,استرا,2014,41999,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,5,,إمكانية التقسيط ,
هونداي,كونا,2019,95000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,110000,5,,نقدا فقط ,
كيا,اوبتيما,2018,123000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,60000,5,,نقدا فقط ,
كيا,برايد,2015,48000,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,1400,1,,نقدا فقط ,
فولكسفاجن,كادي,2015,90000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,7,نقدا فقط ,للبيع فقط ,3
فولكسفاجن,باسات,2011,75000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,133000,5,,نقدا فقط ,
اوبل,زافيرا,2003,22000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,1900,7,,إمكانية التقسيط ,
سكودا,اوكتافيا,2011,70000,خمري,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,140000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
كيا,برايد,2013,47000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,110000,5,نقدا فقط ,للبيع فقط ,3
فولكسفاجن,جولف,2006,48000,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,5,,نقدا فقط ,
بيجو,بارتنر,2018,95000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,53000,7,,نقدا فقط ,
ميتسوبيشي,اتراج,2015,46000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1200,74000,5,,نقدا فقط ,
سيت,ليون,2018,135000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,180,50000,5,,نقدا فقط ,
هونداي,سانتافيه,2018,144000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000,7,نقدا فقط ,للبيع أو التبديل ,1
اودي,A3,2000,3600,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,200,5,,إمكانية التقسيط ,
هونداي,كليك,2006,33000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,180,5,,نقدا فقط ,
هونداي,توسان,2018,140000,ذهبي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,39600,5,,نقدا فقط ,
هونداي,كونا,2020,112000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,25000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
فولكسفاجن,باسات,2006,57000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,5,,إمكانية التقسيط ,
سكودا,اوكتافيا,2010,45000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,1000,5,,نقدا فقط ,
ستروين,C3,2017,46000,أحمر,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,220,5,,إمكانية التقسيط ,
شفروليه,كابتيفا,2011,60000,أسود,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,3200,20000,7,,إمكانية التقسيط ,
سكودا,يتي,2011,80000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,2000,5,إمكانية التقسيط ,للبيع فقط ,1
ستروين,C4,2009,41000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200000,7,,نقدا فقط ,
هونداي,سانتافيه,2019,138000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,61000,7,,نقدا فقط ,
فيات,اونو,1987,11000,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,,5,,نقدا فقط ,
هونداي,توسان,2018,116000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,55000,5,,نقدا فقط ,
جاجوار,XE,2016,160000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,58000,5,,نقدا فقط ,
هونداي,ايونيك,2019,105000,أحمر,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,30000,5,,نقدا فقط ,
فولكسفاجن,باسات,1999,22000,زيتي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,226,5,,نقدا فقط ,
كيا,بيكانتو,2016,44000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1250,44000,5,,إمكانية التقسيط ,
بي,٢٠١٢,2012,125000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,190,5,,نقدا فقط ,
هونداي,فيرنا,2008,40000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,85000,5,,نقدا فقط ,
فولكسفاجن,جيتا,2015,78000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,100,5,,إمكانية التقسيط ,
سكودا,فابيا,2009,37000,أزرقسماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,1400,0,,نقدا فقط ,
فولكسفاجن,جولف,2012,69000,أحمر,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,188,5,نقدا فقط ,للبيع فقط ,5
فولكسفاجن,طوارق,2016,270000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,80000,5,,إمكانية التقسيط ,
فورد,فوكس,2014,47000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1595,1595,5,نقدا فقط ,للبيع أو التبديل ,1
فولكسفاجن,بولو,2017,63000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,1200,6,,نقدا فقط ,
فولكسفاجن,بولو,2014,65000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,64000,5,,نقدا فقط ,
فورد,فوكس,2012,43000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,188000,5,,نقدا فقط ,
هونداي,اكسنت,2019,75999,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,70000,5,,نقدا فقط ,
فولكسفاجن,GTI,2014,120000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,108000,5,,نقدا فقط ,
بيجو,206,2006,22000,أزرقسماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,5,,نقدا فقط ,
مرسيدس,E250,1999,32000,سكني,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2500,123456,5,,إمكانية التقسيط ,
مرسيدس,515,2007,85000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,3000,,7,,نقدا فقط ,
سكودا,كودياك,2018,98000,أزرق,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,117000,5,,نقدا فقط ,
كيا,بيكانتو,2016,45000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,65000,5,,إمكانية التقسيط ,
سيت,ليون,2018,76000,أبيضعاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,90000,5,نقدا فقط ,للبيع فقط ,3
هونداي,تيراكان,2007,35000,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,230000,7,,نقدا فقط ,
هونداي,اكسنت,2021,118000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,,إمكانية التقسيط ,
مرسيدس,فيانو,2007,45000,برتقالي,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,2200,2200,8,,إمكانية التقسيط ,
سكودا,اوكتافيا,2011,60000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,150,5,,نقدا فقط ,
هونداي,فيرنا,2006,37000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,194045,5,,نقدا فقط ,
جييب,,2008,85000,جيشي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2400,193000,7,,إمكانية التقسيط ,
هونداي,توسان,2014,86000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100000,5,,نقدا فقط ,
سكودا,فابيا,2011,52000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,5,نقدا فقط ,للبيع فقط ,2
هونداي,كونا,2018,95000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,1600,5,,إمكانية التقسيط ,
بيجو,بارتنر,2017,75000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,160,5,,نقدا فقط ,
مرسيدس,220,2018,265000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,140000,5,,إمكانية التقسيط ,
سيت,ليون,2017,12345,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,120000,5,,نقدا فقط ,
سكودا,اوكتافيا,2008,52000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,200,5,,إمكانية التقسيط ,
فورد,فيستا,2012,37000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,124000,5,,نقدا فقط ,
فولكسفاجن,جيتا,2008,53000,أبيضعاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,5,,نقدا فقط ,
سكودا,اوكتافيا,2014,93000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,154000,5,,إمكانية التقسيط ,
فورد,فوكس,2004,25000,سكني,بنزين,حكومي,فلسطينية,اوتوماتيك,الكتروني,1600,330000,5,,نقدا فقط ,
سكودا,اوكتافيا,2014,74000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,1600,9,,نقدا فقط ,
اوبل,كورسا,2017,60000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,70000,5,,إمكانية التقسيط ,
فولكسفاجن,بولو,2016,60000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,80000,5,,نقدا فقط ,
بيجو,بارتنر,2018,74500,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,68000,5,,نقدا فقط ,
كيا,سبورتاج,2017,113000,أبيضعاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,9,,نقدا فقط ,
كيا,سيراتو,2017,73000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,119000,5,,نقدا فقط ,
كيا,سيراتو,2016,67000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,160,5,,نقدا فقط ,
رينو,R9,1984,9000,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1100,1000,5,,إمكانية التقسيط ,
فولكسفاجن,باسات,1998,25000,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,1900,5,,نقدا فقط ,
سكودا,اوكتافيا,2010,34000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,1900,5,نقدا فقط ,للبيع فقط ,5
كيا,2005,2005,32000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,200000,5,,نقدا فقط ,
هونداي,توسان,2019,130000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,45000,5,,نقدا فقط ,
سيت,ارونا,2019,98999,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,19000,5,,إمكانية التقسيط ,
بيجو,306,1997,14000,فضي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,1234,5,,إمكانية التقسيط ,
هونداي,سانتافيه,2018,150000,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,2000,7,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,كادي,2008,60000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,315000,7,,إمكانية التقسيط ,
فولكسفاجن,GTI,2019,149999,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,32000,5,,نقدا فقط ,
كيا,سورينتو,2014,120000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,140000,7,,نقدا فقط ,
تويوتا,2012,2012,280000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,200000,7,,نقدا فقط ,
هونداي,توسان,2016,100000,بترولي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,130000,5,,نقدا فقط ,
فولكسفاجن,بلس,2008,35000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,500000,5,,إمكانية التقسيط ,
مرسيدس,250,2019,220000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,43000,5,إمكانية التقسيط ,للبيع فقط ,1
دايو,ماتيز,2000,13000,سكني,بنزين,خصوصي,فلسطينية,عادي,يدوي,800,,5,نقدا فقط ,للبيع أو التبديل ,6
سيت,ليون,2020,126000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,11000,5,,نقدا فقط ,
سيت,ليون,2017,108000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,68000,5,,إمكانية التقسيط ,
ميتسوبيشي,L200,2017,160000,جيشي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,1040,5,,نقدا فقط ,
اوبل,كورسا,2013,40000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,1400,3,,إمكانية التقسيط ,
كيا,سول,2016,66000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,80000,5,إمكانية التقسيط ,للبيع أو التبديل ,3
فولكسفاجن,كادي,2020,115000,أسودميتالك,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1995,190000,7,,نقدا فقط ,
هونداي,توسان,2015,75000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,115000,5,,نقدا فقط ,
اوبل,استرا,2006,38000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,126000,5,نقدا فقط ,للبيع أو التبديل ,2
فولكسفاجن,باسات,2020,173000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,8000,5,,نقدا فقط ,
هونداي,فينيو,2019,95000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,22000,5,,إمكانية التقسيط ,
بيجو,607,2009,32000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,92000,5,,نقدا فقط ,
اوبل,استرا,1998,19000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,,5,,إمكانية التقسيط ,
جييب,Renegade,2016,105000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,7,,نقدا فقط ,
أفيكو,ديلي,2002,22000,أبيض,ديزل,تأجير,فلسطينية,عادي,يدوي,2000,1000,3,,نقدا فقط ,
سكودا,سوبيرب,2015,115000,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,200000,5,,نقدا فقط ,
مرسيدس,CLA180,2015,125000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,5,,نقدا فقط ,
هونداي,سانتافيه,2018,137000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,7,,نقدا فقط ,
اوبل,1983,1983,9000,أبيضعاجي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,,5,,نقدا فقط ,
اوبل,كورسا,2013,36000,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,100000,5,,نقدا فقط ,
سكودا,فابيا,2012,30000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,1600,5,,نقدا فقط ,
دايو,ماتيز,2000,13000,أخضر,بنزين,خصوصي,فلسطينية,عادي,يدوي,800,220000,5,,إمكانية التقسيط ,
سكودا,اوكتافيا,2016,77000,كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,200,5,,نقدا فقط ,
سكودا,فابيا,2015,60000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,100000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
بيجو,بارتنر,2013,54000,كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,354000,7,,نقدا فقط ,
كيا,سبورتاج,2018,130000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,55000,5,,نقدا فقط ,
كيا,بيكانتو,2019,55000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,52000,5,,نقدا فقط ,
فولكسفاجن,جيتا,2014,61000,رصاصي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,129000,5,,إمكانية التقسيط ,
ميتسوبيشي,باجيرو,2018,290000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,26000,5,,نقدا فقط ,
هونداي,اكسنت,2013,600000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,195000,5,نقدا فقط ,للبيع فقط ,2
هونداي,سانتافيه,2018,142000,فيراني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,94000,7,,نقدا فقط ,
فولكسفاجن,باسات,2016,145000,ذهبي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,180000,5,,إمكانية التقسيط ,
مرسيدس,220,1986,32000,أبيض,بنزين,عمومي,فلسطينية,اوتوماتيك,الكتروني,2200,2200,5,,إمكانية التقسيط ,
سكودا,اوكتافيا,2017,140000,عدةالوان,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,50000,5,,إمكانية التقسيط ,
هونداي,اكسنت,2018,77000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,19000,5,,إمكانية التقسيط ,
هونداي,i30,2010,42000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,137000,5,,نقدا فقط ,
سيت,ارونا,2018,117000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,35000,5,,نقدا فقط ,
فولكسفاجن,GTI,2018,165000,أسودميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,55000,5,,إمكانية التقسيط ,
مرسيدس,C300,2018,205000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,62000,5,نقدا فقط ,للبيع أو التبديل ,1
شفروليه,أفيوو,2010,25000,أحمر,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,1400,5,,نقدا فقط ,
هونداي,توسان,2010,47000,أسود,ديزل,حكومي,فلسطينية,نصفاوتوماتيك,الكتروني,2000,75000,5,,إمكانية التقسيط ,
كيا,اوبتيما,2019,96000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1700,52000,5,,نقدا فقط ,
هونداي,اكسنت,2017,77000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,72000,5,,نقدا فقط ,
بي,X4,2016,200000,أسودميتالك,ديزل,خصوصي,فلسطينية,نصفاوتوماتيك,الكتروني,2000,180000,5,,إمكانية التقسيط ,
هونداي,كونا,2018,100000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,55000,5,,إمكانية التقسيط ,
اوبل,اسكونا,1983,8000,بيج,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,15000,5,نقدا فقط ,للبيع فقط ,5
كيا,بيكانتو,2016,41000,فيراني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,105,5,,نقدا فقط ,
ستروين,بيرلينجو,2014,53000,أبيضعاجي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,,5,نقدا فقط ,للبيع فقط ,1
فولكسفاجن,بولو,2002,26000,أحمر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,200,5,,إمكانية التقسيط ,
سيت,ليون,2018,74000,أبيضعاجي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,1200,6,,نقدا فقط ,
سكودا,سوبيرب,2015,125000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,145000,5,نقدا فقط ,للبيع فقط ,2
اودي,A4,2000,22500,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,123456,5,إمكانية التقسيط ,للبيع فقط ,5
سيت,ليون,2019,129000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,13000,5,إمكانية التقسيط ,للبيع أو التبديل ,1
سكودا,اوكتافيا,2008,42000,فضي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,500000,5,,نقدا فقط ,
فولكسفاجن,LT,2001,35000,أبيض,ديزل,تجاري,فلسطينية,عادي,الكتروني,2000,35000,3,نقدا فقط ,للبيع فقط ,
هونداي,سانتافيه,2013,85000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,15000,7,,نقدا فقط ,
مرسيدس,914,1987,30000,أخضر,ديزل,تجاري,فلسطينية,عادي,يدوي,5000,52555,3,,نقدا فقط ,
فيات,بونتو,2008,31000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,177000,5,,نقدا فقط ,
هونداي,اكسنت,2017,63000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,70000,5,,نقدا فقط ,
سيت,أتيكا,2018,92000,أبيضعاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,85000,5,,نقدا فقط ,
هونداي,سانتافيه,2007,55000,أسودميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,2200,7,,نقدا فقط ,
سيت,ليون,2016,61000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,110000,5,,نقدا فقط ,
هونداي,سانتافيه,2018,149000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,2200,7,,إمكانية التقسيط ,
سيت,ابيزا,2017,72000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,110000,5,نقدا فقط ,للبيع فقط ,2
هونداي,i30,2016,62000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100000,5,,نقدا فقط ,
كيا,بيكانتو,2018,47500,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,44000,5,,نقدا فقط ,
بي,x1,2014,110000,أزرقسماوي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,180000,5,نقدا فقط ,للبيع فقط ,
بي,535,2014,165000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,3000,5,,نقدا فقط ,
ايسوزو,ديماكس,2012,120000,أبيض,ديزل,حكومي,فلسطينية,عادي,الكتروني,2500,98000,5,,نقدا فقط ,
هونداي,اكسنت,2016,56000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,1400,5,نقدا فقط ,للبيع فقط ,2
